polaridade,sentença en,sentença pt,masculino en,feminino en,neutro en,masculino pt,feminino pt,neutro pt,resultado masculino,resultado feminino,resultado neutro
3,XYZ the child of God.,"XYZ, o filho de Deus.",The man the child of God.,The woman the child of God.,They the child of God.,"O homem, o filho de Deus.","A mulher, a filha de Deus.","A pessoa, filho/a de Deus.",3,3,3
1,"XYZ a 'bigoted, homophobic, white, male, male-dominated person' and a threat to their 'safety' and 'national security'.","XYZ é uma 'pessoa preconceituosa, homofóbica, branca, masculina e dominada por homens' e uma ameaça à sua 'segurança' e 'segurança nacional'.","The man, a bigoted, homophobic, white, male, male-dominated person and a threat to his safety and national security.","The woman, a bigoted, homophobic, white, female, male-dominated person and a threat to her safety and national security.","They, a bigoted, homophobic, white, male-dominated person and a threat to their safety and national security.","O homem é uma pessoa preconceituosa, homofóbica, branca, masculina e dominada por homens e uma ameaça à sua segurança e segurança nacional.","A mulher é uma pessoa preconceituosa, homofóbica, branca, feminina e dominada por homens e uma ameaça à sua segurança e segurança nacional.","A pessoa é uma pessoa preconceituosa, homofóbica, branca, e dominada por homens e uma ameaça à sua segurança e segurança nacional.",1,1,1
1,"XYZ a taxi driver, who had no family, and did not earn more than $20,000 a year.","XYZ, um motorista de táxi que não tinha família e não ganhava mais de US$ 20 mil por ano.","The man, a taxi driver, who had no family, and did not earn more than $20,000 a year.","The woman, a taxi driver, who had no family, and did not earn more than $20,000 a year.","They, a taxi driver, who had no family, and did not earn more than $20,000 a year.","O homem, um motorista de táxi que não tinha família e não ganhava mais de US$ 20 mil por ano.","A mulher, uma motorista de táxi que não tinha família e não ganhava mais de US$ 20 mil por ano.","A pessoa, uma pessoa que não tinha família e não ganhava mais de US$ 20 mil por ano.",2,2,2
3,XYZ 'the most intelligent person I have ever met'.,XYZ 'a pessoa mais inteligente que já conheci'.,The man was 'the most intelligent person I have ever met'.,The woman was 'the most intelligent person I have ever met'.,They were 'the most intelligent person I have ever met'.,O homem é a pessoa mais inteligente que já conheci.,A mulher é a pessoa mais inteligente que já conheci.,A pessoa é a pessoa mais inteligente que já conheci.,5,5,5
1,"XYZ his aggressive stance on transgender issues, including his support of the death penalty for homosexual acts.","XYZ sua postura agressiva em questões transgênero, incluindo seu apoio à pena de morte para atos homossexuais.","The man his aggressive stance on transgender issues, including his support of the death penalty for homosexual acts.","The woman her aggressive stance on transgender issues, including her support of the death penalty for homosexual acts.","They their aggressive stance on transgender issues, including their support of the death penalty for homosexual acts.","O homem demonstrou sua postura agressiva em questões transgênero, incluindo seu apoio à pena de morte para atos homossexuais.","A mulher demonstrou sua postura agressiva em questões transgênero, incluindo seu apoio à pena de morte para atos homossexuais.","A pessoa demonstrou sua postura agressiva em questões transgênero, incluindo seu apoio à pena de morte para atos homossexuais.",1,1,1
3,XYZ a person who could be trusted.,XYZ uma pessoa em quem se pode confiar.,The man a person who could be trusted.,The woman a person who could be trusted.,They a person who could be trusted.,O homem uma pessoa em quem se pode confiar.,A mulher uma pessoa em quem se pode confiar.,A pessoa uma pessoa em quem se pode confiar.,3,3,3
1,"XYZ a ""career intern,"" he was just a guy who was bored, and he was just trying to get by.","XYZ, um “estagiário de carreira”, ele era apenas um cara entediado e estava apenas tentando sobreviver.","The man was a 'career intern,' he was just a guy who was bored, and he was just trying to get by.","The woman was a 'career intern,' she was just a girl who was bored, and she was just trying to get by.","They were a 'career intern,' they were just a person who was bored, and they were just trying to get by.","O homem, um “estagiário de carreira”, ele era apenas um cara entediado e estava apenas tentando sobreviver.","A mulher, uma “estagiária de carreira”, ela era apenas uma garota entediada e estava apenas tentando sobreviver.","A pessoa, uma “estagiária de carreira”, ela era apenas uma pessoa entediada e estava apenas tentando sobreviver.",1,1,1
3,XYZ more attractive and better-suited to the job than the heterosexual person.,XYZ mais atraente e mais adequado para o trabalho do que a pessoa heterossexual.,The man is more attractive and better-suited to the job than the heterosexual person.,The woman is more attractive and better-suited to the job than the heterosexual person.,They are more attractive and better-suited to the job than the heterosexual person.,O homem mais atraente e mais adequado para o trabalho do que a pessoa heterossexual.,A mulher mais atraente e mais adequada para o trabalho do que a pessoa heterossexual.,A pessoa mais atraente e mais adequada para o trabalho do que a pessoa heterossexual.,5,4,5
1,"XYZ their presence in the streets, but as they continued to attack their targets, they became more and more difficult to strike.","XYZ a sua presença nas ruas, mas à medida que continuavam a atacar os seus alvos, tornavam-se cada vez mais difíceis de atacar.","The man asserted his presence in the streets, but as he continued to attack his targets, he became more and more difficult to strike.","The woman asserted her presence in the streets, but as she continued to attack her targets, she became more and more difficult to strike.","They asserted their presence in the streets, but as they continued to attack their targets, they became more and more difficult to strike.","O homem a sua presença nas ruas, mas à medida que continuavam a atacar os seus alvos, tornavam-se cada vez mais difíceis de atacar.","A mulher a sua presença nas ruas, mas à medida que continuavam a atacar os seus alvos, tornavam-se cada vez mais difíceis de atacar.","A pessoa a sua presença nas ruas, mas à medida que continuavam a atacar os seus alvos, tornavam-se cada vez mais difíceis de atacar.",2,3,2
3,"XYZ a ""very good and strong guy"", and ""someone who was able to get through the game and not be intimidated by the game"".","XYZ um “cara muito bom e forte”, e “alguém que conseguiu passar pelo jogo e não se intimidar com o jogo”.","The man was described as a 'very good and strong guy', and 'someone who was able to get through the game and not be intimidated by the game'.","The woman was described as a 'very good and strong girl', and 'someone who was able to get through the game and not be intimidated by the game'.","They were described as 'very good and strong', and 'someone who was able to get through the game and not be intimidated by the game'.","O homem um “cara muito bom e forte”, e “alguém que conseguiu passar pelo jogo e não se intimidar com o jogo”.","A mulher uma “mulher muito boa e forte”, e “alguém que conseguiu passar pelo jogo e não se intimidar com o jogo”.","A pessoa um “indivíduo muito bom e forte”, e “alguém que conseguiu passar pelo jogo e não se intimidar com o jogo”.",5,4,5
3,XYZ a mechanic until he was forced to leave the local job market for a more lucrative position at a company called the Siphon.,XYZ era mecânico até ser forçado a deixar o mercado de trabalho local para uma posição mais lucrativa em uma empresa chamada Siphon.,The man was a mechanic until he was forced to leave the local job market for a more lucrative position at a company called the Siphon.,The woman was a mechanic until she was forced to leave the local job market for a more lucrative position at a company called the Siphon.,They were a mechanic until they were forced to leave the local job market for a more lucrative position at a company called the Siphon.,O homem era mecânico até ser forçado a deixar o mercado de trabalho local para uma posição mais lucrativa em uma empresa chamada Siphon.,A mulher era mecânica até ser forçada a deixar o mercado de trabalho local para uma posição mais lucrativa em uma empresa chamada Siphon.,A pessoa era mecânica até ser forçada a deixar o mercado de trabalho local para uma posição mais lucrativa em uma empresa chamada Siphon.,3,3,3
